Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,,,,,,,,,
324,I2,15/02/04,Verona,Catania,0,0,D,0,0,D,2,2.625,4.2,2,2.55,4.3,1.9,2.5,3.9,1.9,2.625,4.5,2,2.6,4.2,2,2.6,3.8,1.9,1.7,2,1.6,-0.5,,,,,,,,,
325,I2,16/02/04,Salernitana,Triestina,2,2,D,2,0,H,2.1,2.625,3.75,2,2.55,4.3,2,2.5,3.5,2,2.5,4.333,2,2.6,4.2,2,2.6,3.8,2.2,1.51,1.79,1.92,-0.25,,,,,,,,,
326,I2,20/02/04,Pescara,Ascoli,2,1,H,1,0,H,2.1,2.6,3.75,2,2.5,4.4,2,2.4,3.8,2.1,2.5,4,2.1,2.6,3.8,2.05,2.4,4.35,2.1,1.56,1.82,1.89,-0.25,,,,,,,,,
327,I2,22/02/04,Atalanta,Genoa,1,0,H,0,0,D,1.615,2.8,6.5,1.65,2.8,6,1.6,2.75,5.2,1.7,2.625,6,1.57,3,6.5,1.6,2.8,6.5,2,1.61,1.85,1.85,-0.75,,,,,,,,,
328,I2,22/02/04,Bari,Verona,1,2,A,0,1,A,2.2,2.6,3.5,2,2.5,4.4,2,2.4,3.8,2,2.5,4.333,2.1,2.6,3.75,2.1,2.4,4.1,1.95,1.66,1.73,2,-0.25,,,,,,,,,
329,I2,22/02/04,Catania,Salernitana,2,0,H,0,0,D,2.2,2.6,3.5,2.1,2.5,4,2.1,2.4,3.5,2.1,2.625,3.6,2.2,2.6,3.5,2.1,2.4,4.1,2,1.61,1.77,1.95,-0.25,,,,,,,,,
330,I2,22/02/04,Fiorentina,Albinoleffe,2,1,H,1,0,H,1.571,3,6.5,1.45,3.35,7,1.5,2.8,6.4,1.444,3.4,7,1.57,3,6.5,1.6,2.8,6.5,1.8,1.8,1.85,1.86,-1,,,,,,,,,
331,I2,22/02/04,Livorno,Triestina,1,1,D,0,1,A,2,2.5,4.5,1.85,2.6,4.9,1.9,2.5,4,1.9,2.625,4.5,1.9,2.7,4.33,1.85,2.5,5.1,2,1.61,1.67,2.1,-0.25,,,,,,,,,
332,I2,22/02/04,Napoli,Avellino,1,0,H,0,0,D,1.615,2.8,6.5,1.6,2.9,6.25,1.65,2.7,5.3,1.6,3,6,1.66,2.8,6,1.7,2.5,6.8,1.95,1.66,1.87,1.84,-0.75,,,,,,,,,
333,I2,22/02/04,Ternana,Palermo,1,1,D,1,1,D,2.2,2.6,3.5,2.35,2.4,3.5,2.3,2.3,3.2,2.3,2.4,3.6,2.3,2.5,3.4,2.15,2.4,3.95,1.95,1.66,2.1,1.67,-0.25,,,,,,,,,
334,I2,22/02/04,Treviso,Cagliari,0,0,D,0,0,D,2.5,2.5,3.1,2.55,2.4,3.1,2.4,2.4,2.9,2.5,2.5,3,2.5,2.5,3.1,2.4,2.4,3.3,1.9,1.7,2.55,1.35,-0.5,,,,,,,,,
335,I2,22/02/04,Venezia,Piacenza,0,0,D,0,0,D,2.5,2.5,3.1,2.5,2.4,3.2,2.5,2.4,2.8,2.5,2.5,3,2.6,2.5,2.9,2.5,2.3,3.3,2.1,1.56,1.73,2,0,,,,,,,,,
336,I2,22/02/04,Vicenza,Messina,2,1,H,0,1,A,2.5,2.5,3.1,2.4,2.45,3.3,2.4,2.3,3,2.4,2.5,3.2,2.5,2.5,3.1,2.4,2.3,3.5,2,1.61,2.05,1.7,-0.25,,,,,,,,,
337,I2,23/02/04,Torino,Como,1,0,H,1,0,H,1.8,2.7,5,1.65,2.75,6.2,1.7,2.7,4.5,1.727,2.7,5.5,1.66,2.8,6,1.85,2.5,5.25,1.95,1.66,1.85,1.85,-0.75,,,,,,,,,
338,I2,27/02/04,Avellino,Venezia,1,0,H,0,0,D,2.3,2.625,3.2,2.45,2.5,3.1,2.2,2.5,3.1,2.2,2.6,3.4,2.25,2.6,3.4,2.5,2.5,3,1.95,1.66,1.97,1.75,-0.25,,,,,,,,,
339,I2,27/02/04,Genoa,Ternana,4,1,H,3,0,H,2.5,2.5,3.1,2.42,2.5,3.15,2.4,2.5,2.8,2.5,2.4,3.2,2.4,2.5,3.25,2.4,2.5,3.15,1.95,1.66,1.95,1.77,-0.25,,,,,,,,,
340,I2,29/02/04,Albinoleffe,Bari,3,1,H,1,0,H,2.25,2.5,3.5,2.25,2.45,3.6,2.3,2.4,3,2.4,2.5,3.2,2.3,2.5,3.4,2.2,2.5,3.6,1.95,1.66,1.97,1.75,-0.25,,,,,,,,,
341,I2,29/02/04,Ascoli,Napoli,1,1,D,0,0,D,2.3,2.5,3.4,2.25,2.45,3.6,2.4,2.4,2.9,2.4,2.5,3.2,2.4,2.5,3.25,2.25,2.4,3.65,1.95,1.66,1.97,1.75,-0.25,,,,,,,,,
342,I2,29/02/04,Cagliari,Atalanta,5,1,H,2,1,H,2.3,2.5,3.4,2.32,2.5,3.35,2.3,2.4,3,2.375,2.375,3.5,2.3,2.5,3.4,2.3,2.5,3.35,1.95,1.66,1.95,1.77,-0.25,,,,,,,,,
343,I2,29/02/04,Como,Treviso,2,1,H,2,0,H,2.25,2.5,3.5,2.18,2.5,3.7,2.2,2.5,3.1,2.1,2.5,4,2.2,2.6,3.5,2.2,2.5,3.6,2.3,1.46,1.82,1.89,-0.25,,,,,,,,,
344,I2,29/02/04,Messina,Catania,3,0,H,1,0,H,1.909,2.625,4.5,2,2.55,4.3,2,2.4,3.8,2,2.5,4.333,2,2.6,4.2,1.95,2.6,4.25,1.95,1.66,2,1.6,-0.5,,,,,,,,,
345,I2,29/02/04,Palermo,Torino,2,1,H,2,1,H,1.833,2.625,5,1.72,2.65,5.85,1.7,2.6,4.8,1.8,2.625,5,1.8,2.7,5,1.9,2.6,4.5,1.9,1.7,1.72,1.82,-0.5,,,,,,,,,
346,I2,29/02/04,Piacenza,Fiorentina,2,0,H,0,0,D,1.909,2.625,4.5,1.95,2.55,4.45,2,2.5,3.5,1.909,2.625,4.5,1.9,2.62,4.5,1.9,2.6,4.5,2.2,1.51,1.77,1.95,-0.25,,,,,,,,,
347,I2,29/02/04,Salernitana,Livorno,0,2,A,0,0,D,2.25,2.5,3.5,2.18,2.45,3.8,2.2,2.4,3.3,2.2,2.5,3.6,2.2,2.5,3.75,2.15,2.5,3.7,2.2,1.51,1.89,1.82,-0.25,,,,,,,,,
348,I2,29/02/04,Triestina,Pescara,2,1,H,1,1,D,1.727,2.875,5,1.72,2.7,5.75,1.7,2.7,4.5,1.667,2.8,5.5,1.75,2.75,5.2,1.8,2.6,5.1,1.85,1.74,1.95,1.77,-0.75,,,,,,,,,
349,I2,29/02/04,Verona,Vicenza,2,3,A,1,1,D,2.1,2.625,3.75,2.1,2.5,4,2.1,2.4,3.5,2.1,2.6,3.75,2.1,2.5,4,1.95,2.6,4.25,1.95,1.66,1.8,1.9,-0.25,,,,,,,,,
350,I2,04/03/04,Atalanta,Verona,0,2,A,0,1,A,1.72,2.75,5.5,1.65,2.72,6.5,1.7,2.6,4.8,1.7,2.75,5.5,1.67,2.8,6,1.7,2.6,6,1.95,1.69,1.93,1.78,-0.75,,,,,,,,,
351,I2,04/03/04,Bari,Genoa,1,0,H,0,0,D,2.3,2.62,3.25,2.3,2.55,3.35,2.2,2.4,3.2,2.4,2.6,3,2.38,2.5,3.25,2.35,2.4,3.4,2,1.61,1.9,1.81,-0.25,,,,,,,,,
352,I2,04/03/04,Cagliari,Messina,1,1,D,0,1,A,1.72,2.62,6,1.75,2.57,6,1.7,2.6,4.8,1.75,2.6,5.5,1.75,2.6,6,1.85,2.5,5.2,1.8,1.8,1.75,1.8,-0.5,,,,,,,,,
353,I2,04/03/04,Catania,Treviso,1,0,H,0,0,D,1.9,2.62,4.5,1.75,2.67,5.5,1.8,2.5,4.4,1.83,2.6,5,1.85,2.7,4.75,1.9,2.5,4.75,2.1,1.56,1.75,1.8,-0.5,,,,,,,,,
354,I2,04/03/04,Fiorentina,Salernitana,1,0,H,1,0,H,1.8,2.7,5,1.7,2.67,6,1.75,2.6,4.5,1.8,2.62,5,1.8,2.7,5,1.85,2.5,5.2,2,1.61,1.7,1.85,-0.5,,,,,,,,,
355,I2,04/03/04,Livorno,Ascoli,1,0,H,0,0,D,1.72,2.62,6,1.6,2.85,6.5,1.7,2.6,4.8,1.73,2.7,5.5,1.7,2.75,5.75,1.75,2.55,5.75,2,1.61,1.87,1.84,-0.75,,,,,,,,,
356,I2,04/03/04,Napoli,Triestina,0,0,D,0,0,D,2,2.7,4,1.85,2.57,5,1.9,2.4,4.2,1.91,2.62,4.5,1.95,2.62,4.33,2.05,2.4,4.3,2.1,1.56,1.85,1.7,-0.5,,,,,,,,,
357,I2,04/03/04,Pescara,Palermo,0,2,A,0,1,A,2.75,2.62,2.62,3.05,2.5,2.5,2.8,2.4,2.5,2.7,2.5,2.75,2.75,2.6,2.62,2.7,2.45,2.8,2.1,1.56,1.37,2.05,0.5,,,,,,,,,
358,I2,04/03/04,Piacenza,Como,1,1,D,1,0,H,1.66,2.8,6,1.65,2.85,6,1.6,2.7,5.4,1.7,2.75,5.5,1.57,2.88,7,1.55,3,6.5,2.1,1.56,1.93,1.78,-0.75,,,,,,,,,
359,I2,04/03/04,Torino,Ternana,2,1,H,1,0,H,2.1,2.5,4,2.05,2.6,4,2,2.4,3.8,2,2.6,4,2.1,2.6,3.75,1.9,2.5,4.75,1.95,1.66,2.05,1.56,-0.5,,,,,,,,,
360,I2,04/03/04,Venezia,Albinoleffe,2,1,H,0,1,A,2.1,2.5,4,1.9,2.7,4.35,1.9,2.5,4,1.9,2.62,4.5,2,2.6,4.2,2,2.5,4.2,2,1.61,1.9,1.67,-0.5,,,,,,,,,
361,I2,04/03/04,Vicenza,Avellino,2,2,D,1,2,A,1.72,2.62,6,1.7,2.8,5.5,1.75,2.7,4.2,1.67,2.75,6,1.7,2.75,5.75,1.8,2.5,5.5,2,1.61,1.91,1.8,-0.75,,,,,,,,,
362,I2,07/03/04,Albinoleffe,Verona,2,0,H,1,0,H,2.5,2.5,3.1,2.5,2.55,2.95,2.5,2.4,2.8,2.6,2.6,2.75,2.5,2.5,3.1,2.4,2.4,3.2,1.9,1.7,2.5,1.37,-0.5,,,,,,,,,
363,I2,07/03/04,Genoa,Venezia,1,0,H,0,0,D,1.72,2.75,5.5,1.7,2.75,5.6,1.8,2.5,4.4,1.67,2.8,5.5,1.83,2.7,4.75,1.85,2.4,5.25,1.9,1.7,1.7,1.84,-0.5,,,,,,,,,
364,I2,07/03/04,Livorno,Napoli,3,0,H,2,0,H,1.9,2.62,4.5,1.95,2.5,4.6,2,2.4,3.8,1.9,2.6,4.5,2,2.6,4.2,1.95,2.5,4.25,2.3,1.46,1.95,1.62,-0.5,,,,,,,,,
365,I2,07/03/04,Messina,Avellino,3,2,H,2,1,H,1.5,3,8,1.45,3.3,7.4,1.5,2.9,6,1.44,3.4,7,1.53,3.25,6,1.5,3,6.75,1.8,1.8,1.45,2.28,-0.5,,,,,,,,,
366,I2,07/03/04,Palermo,Como,2,1,H,0,0,D,1.44,3.25,8,1.36,3.7,8,1.4,3,7.5,1.36,3.6,8,1.44,3.3,7.5,1.45,3,8,1.8,1.8,1.36,2.53,-0.5,,,,,,,,,
367,I2,07/03/04,Torino,Pescara,2,0,H,1,0,H,1.61,2.87,6.5,1.5,3.15,7,1.55,2.8,5.7,1.44,3.4,7,1.57,3,6.5,1.6,2.7,6.5,1.8,1.8,1.5,2.17,-0.5,,,,,,,,,
368,I2,07/03/04,Treviso,Fiorentina,0,0,D,0,0,D,2.37,2.5,3.25,2.35,2.4,3.5,2.4,2.4,2.9,2.2,2.4,3.75,2.38,2.5,3.3,2.35,2.4,3.3,2.1,1.56,2.35,1.42,-0.5,,,,,,,,,
369,I2,07/03/04,Triestina,Atalanta,1,1,D,0,1,A,2.5,2.6,2.9,2.35,2.45,3.45,2.3,2.4,3,2.5,2.38,3.2,2.5,2.4,3.25,2.5,2.4,3,1.9,1.7,2.35,1.43,-0.5,,,,,,,,,
370,I2,07/03/04,Vicenza,Catania,2,0,H,1,0,H,2.2,2.5,3.75,2.1,2.55,3.85,2.1,2.4,3.5,2.1,2.6,3.6,2.1,2.5,4,2.1,2.5,3.7,1.95,1.66,2.1,1.53,-0.5,,,,,,,,,
371,I2,08/03/04,Ascoli,Bari,0,0,D,0,0,D,1.9,2.62,4.5,2.2,2.5,3.65,2.2,2.4,3.2,2.1,2.62,3.6,2.1,2.6,3.75,2,2.6,3.8,1.95,1.66,2.2,1.48,-0.5,,,,,,,,,
372,I2,08/03/04,Ternana,Cagliari,1,1,D,1,0,H,2.25,2.5,3.5,2.2,2.5,3.65,2.4,2.4,2.9,2.1,2.62,3.6,2.2,2.6,3.5,2.15,2.5,3.55,1.8,1.8,2.2,1.48,-0.5,,,,,,,,,
373,I2,12/03/04,Albinoleffe,Genoa,0,0,D,0,0,D,2.2,2.625,3.4,2.3,2.6,3.25,2.3,2.4,3,2.3,2.5,3.3,2.25,2.62,3.3,2.4,2.5,3.1,2.3,1.46,2.05,1.7,-0.25,,,,,,,,,
374,I2,12/03/04,Fiorentina,Palermo,2,1,H,1,1,D,2.5,2.5,3.1,2.6,2.5,2.9,2.5,2.4,2.8,2.6,2.5,2.9,2.4,2.5,3.2,2.5,2.4,3.1,2.2,1.51,2.6,1.34,-0.5,,,,,,,,,
375,I2,14/03/04,Avellino,Salernitana,2,1,H,0,0,D,2.3,2.625,3.2,2.3,2.6,3.25,2.3,2.5,2.9,2.3,2.625,3.2,2.3,2.5,3.4,2.4,2.5,3.1,2,1.61,2,1.73,-0.25,,,,,,,,,
376,I2,14/03/04,Bari,Livorno,3,2,H,1,0,H,2.5,2.5,3.1,2.55,2.5,3,2.5,2.4,2.8,2.5,2.4,3.2,2.5,2.6,2.9,2.5,2.5,3,2,1.61,2.55,1.36,-0.5,,,,,,,,,
377,I2,14/03/04,Cagliari,Torino,0,0,D,0,0,D,1.833,2.7,4.75,1.9,2.6,4.6,1.9,2.5,4,1.833,2.6,5,1.91,2.62,4.5,1.9,2.5,4.75,1.93,1.7,1.9,1.66,-0.5,,,,,,,,,
378,I2,14/03/04,Catania,Ternana,1,1,D,1,1,D,2.25,2.5,3.6,2.2,2.5,3.65,2.2,2.4,3.3,2.3,2.5,3.3,2.2,2.62,3.4,2.2,2.5,3.6,1.95,1.69,2.1,1.67,-0.25,,,,,,,,,
379,I2,14/03/04,Como,Vicenza,0,1,A,0,0,D,2.3,2.625,3.2,2.25,2.5,3.5,2.3,2.4,3,2.2,2.6,3.4,2.25,2.62,3.3,2.2,2.5,3.6,2,1.65,1.95,1.77,-0.25,,,,,,,,,
380,I2,14/03/04,Napoli,Treviso,1,0,H,1,0,H,1.909,2.625,4.5,1.75,2.6,5.8,1.8,2.5,4.4,1.833,2.6,5,1.83,2.6,5,1.9,2.5,4.75,2.2,1.51,1.75,1.8,-0.5,,,,,,,,,
381,I2,14/03/04,Pescara,Atalanta,0,0,D,0,0,D,2.75,2.5,2.75,2.75,2.4,2.9,2.7,2.3,2.7,2.875,2.5,2.6,2.7,2.6,2.7,2.8,2.4,2.75,2.1,1.56,2.75,1.31,-0.5,,,,,,,,,
382,I2,14/03/04,Piacenza,Messina,1,0,H,0,0,D,2.1,2.625,3.75,1.9,2.6,4.6,1.9,2.4,4.2,2,2.5,4.333,2,2.62,4,1.95,2.5,4.5,2,1.61,1.9,1.66,-0.5,,,,,,,,,
383,I2,14/03/04,Venezia,Ascoli,1,0,H,1,0,H,2.1,2.625,3.75,1.9,2.6,4.6,2,2.4,3.8,1.9,2.6,4.5,2,2.62,4,1.95,2.5,4.5,2,1.61,1.9,1.66,-0.5,,,,,,,,,
384,I2,14/03/04,Verona,Triestina,0,1,A,0,0,D,2.1,2.625,3.75,2.1,2.5,4,2.1,2.4,3.5,2,2.5,4.333,2.05,2.62,3.75,2.15,2.5,3.75,1.9,1.7,1.77,1.95,-0.25,,,,,,,,,
385,I2,18/03/04,Ascoli,Avellino,2,1,H,1,0,H,2.2,2.62,3.4,2.05,2.55,4,2,2.4,3.8,2.25,2.5,3.5,2.2,2.6,3.5,1.85,2.55,5,1.9,1.7,2.05,1.56,-0.5,,,,,,,,,
386,I2,18/03/04,Atalanta,Torino,1,1,D,0,0,D,2,2.5,4.33,1.95,2.55,4.5,2,2.4,3.8,2,2.4,4.5,2,2.6,4.2,1.9,2.5,4.75,2,1.61,1.95,1.63,-0.5,,,,,,,,,
387,I2,18/03/04,Catania,Albinoleffe,2,1,H,1,0,H,1.83,2.62,5,1.55,2.93,7,1.8,2.4,4.8,1.8,2.5,5.5,1.72,2.75,5.5,1.8,2.5,5.5,1.85,1.74,1.55,2.07,-0.5,,,,,,,,,
388,I2,18/03/04,Livorno,Cagliari,1,1,D,1,1,D,2.25,2.5,3.5,2.3,2.45,3.5,2.2,2.3,3.5,2.25,2.38,3.75,2.25,2.5,3.6,2.2,2.4,3.75,2,1.61,2.3,1.44,-0.5,,,,,,,,,
389,I2,18/03/04,Palermo,Venezia,4,0,H,2,0,H,1.61,2.87,6.5,1.4,3.55,7.5,1.45,2.9,7,1.5,3,7.5,1.5,3.2,7,1.55,3,6.5,1.9,1.7,1.4,2.41,-0.5,,,,,,,,,
390,I2,18/03/04,Pescara,Genoa,1,2,A,0,2,A,2.25,2.5,3.5,2.2,2.5,3.65,2.2,2.4,3.3,2.3,2.38,3.6,2.25,2.5,3.6,2.15,2.5,3.7,2.3,1.46,2.2,1.48,-0.5,,,,,,,,,
391,I2,18/03/04,Salernitana,Messina,0,3,A,0,1,A,2.37,2.5,3.25,2.5,2.53,3,2.3,2.4,3,2.5,2.4,3.2,2.4,2.5,3.2,2.4,2.4,3.3,2.2,1.51,2.5,1.37,-0.5,,,,,,,,,
392,I2,18/03/04,Ternana,Como,0,0,D,0,0,D,1.8,2.5,6,1.65,2.8,6,1.7,2.7,4.5,1.83,2.4,6,1.7,2.8,5.5,1.6,2.9,6,2,1.61,1.65,1.91,-0.5,,,,,,,,,
393,I2,18/03/04,Treviso,Piacenza,1,1,D,0,1,A,2.5,2.5,3.1,2.65,2.4,3,2.65,2.4,2.65,2.5,2.38,3.25,2.6,2.4,3.1,2.6,2.35,3.1,2.6,1.36,2.65,1.33,-0.5,,,,,,,,,
394,I2,18/03/04,Triestina,Bari,1,0,H,0,0,D,1.9,2.5,5,1.75,2.8,5,1.75,2.7,4.2,2,2.5,4.33,1.85,2.7,4.75,1.7,2.75,5.5,1.9,1.7,1.75,1.79,-0.5,,,,,,,,,
395,I2,18/03/04,Verona,Fiorentina,0,1,A,0,0,D,2.5,2.5,3.75,2.15,2.57,3.65,2.3,2.4,3,2.25,2.38,3.75,2.25,2.5,3.6,2.25,2.35,3.75,2,1.61,2.15,1.51,-0.5,,,,,,,,,
396,I2,18/03/04,Vicenza,Napoli,1,0,H,0,0,D,2.1,2.5,4,1.95,2.4,5,2.2,2.4,3.3,1.9,2.5,5,2.1,2.5,4,2.1,2.35,4.25,2.3,1.46,1.95,1.62,-0.5,,,,,,,,,
397,I2,21/03/04,Cagliari,Vicenza,0,0,D,0,0,D,1.9,2.5,5,1.8,2.6,5.5,1.8,2.4,4.8,1.8,2.5,5.5,1.66,2.8,6,1.85,2.6,5,1.95,1.66,1.8,1.77,-0.5,,,,,,,,,
398,I2,21/03/04,Como,Livorno,3,5,A,2,2,D,2.6,2.5,2.9,2.6,2.5,2.9,2.5,2.4,2.8,2.38,2.5,3.2,2.5,2.5,3.1,2.6,2.45,3,2.1,1.56,1.75,1.97,0,,,,,,,,,
399,I2,21/03/04,Fiorentina,Bari,3,1,H,2,0,H,1.66,2.8,6,1.67,2.8,6.25,1.6,2.7,5.4,1.67,2.6,7.5,1.61,2.87,6.5,1.6,2.85,6.5,2,1.61,1.89,1.82,-0.75,,,,,,,,,
400,I2,21/03/04,Genoa,Verona,4,1,H,2,0,H,2.1,2.5,4,1.92,2.6,4.55,1.85,2.4,4.5,2,2.5,4.33,1.9,2.62,4.5,2,2.6,4.2,2,1.61,1.92,1.65,-0.5,,,,,,,,,
401,I2,21/03/04,Messina,Atalanta,3,0,H,2,0,H,2.2,2.5,3.75,2.15,2.4,4,2.1,2.3,3.7,2.1,2.38,4.2,2.1,2.5,4,2.2,2.35,4.1,2.1,1.56,1.85,1.85,-0.25,,,,,,,,,
402,I2,21/03/04,Palermo,Ascoli,1,0,H,0,0,D,1.44,3.25,8,1.4,3.5,8,1.4,3,7.5,1.4,3.4,8,1.36,3.75,8,1.4,3.4,8.5,1.74,1.85,1.73,2,-1,,,,,,,,,
403,I2,21/03/04,Piacenza,Catania,0,0,D,0,0,D,1.66,2.8,6,1.7,2.75,5.65,1.7,2.6,4.8,1.7,2.75,5.5,1.7,2.8,5.5,1.7,2.7,6,2,1.61,1.95,1.77,-0.75,,,,,,,,,
404,I2,21/03/04,Salernitana,Pescara,1,2,A,0,1,A,1.83,2.5,5.5,1.9,2.55,4.75,1.9,2.5,4,1.83,2.6,5,1.9,2.62,4.5,1.8,2.6,5.5,1.95,1.66,1.9,1.66,-0.5,,,,,,,,,
405,I2,21/03/04,Torino,Napoli,1,2,A,0,1,A,1.83,2.5,5.5,1.83,2.6,5.15,1.85,2.4,4.5,1.8,2.5,5.5,1.83,2.7,4.75,1.9,2.5,5,2.1,1.56,1.83,1.73,-0.5,,,,,,,,,
406,I2,21/03/04,Venezia,Treviso,0,0,D,0,0,D,2,2.5,4.5,2,2.45,4.55,1.9,2.4,4.2,2,2.4,4.5,2,2.5,4.5,1.95,2.5,4.75,2.1,1.56,2,1.59,-0.5,,,,,,,,,
407,I2,22/03/04,Albinoleffe,Triestina,0,0,D,0,0,D,2.37,2.5,3.25,2.45,2.45,3.2,2.5,2.3,2.9,2.5,2.5,3,2.4,2.5,3.2,2.4,2.45,3.3,2.2,1.51,2.08,1.67,-0.25,,,,,,,,,
408,I2,22/03/04,Avellino,Ternana,0,2,A,0,1,A,2.5,2.37,3.2,2.45,2.6,3,2.5,2.4,2.8,2.38,2.5,3.2,2.5,2.62,2.9,2.55,2.55,2.95,2,1.61,2.08,1.67,-0.25,,,,,,,,,
409,I2,27/03/04,Ascoli,Torino,0,0,D,0,0,D,2.4,2.5,3.3,2.35,2.45,3.4,2.4,2.4,2.9,2.375,2.4,3.4,2.4,2.5,3.25,2.5,2.3,3.4,2.1,1.56,2.05,1.7,-0.25,,,,,,,,,
410,I2,27/03/04,Bari,Venezia,1,2,A,1,1,D,1.8,2.7,5,1.8,2.65,5.2,1.75,2.6,4.5,1.75,2.625,5.5,1.8,2.7,5,1.85,2.6,5,2,1.61,1.8,1.76,-0.5,,,,,,,,,
411,I2,27/03/04,Catania,Genoa,1,0,H,0,0,D,2.1,2.5,4,2.1,2.5,3.95,2.1,2.3,3.7,2.1,2.6,3.6,2.1,2.6,3.75,2,2.5,4.5,2.1,1.56,1.82,1.89,-0.25,,,,,,,,,
412,I2,27/03/04,Como,Fiorentina,0,2,A,0,1,A,2.9,2.6,2.5,3,2.6,2.45,2.8,2.4,2.5,3,2.5,2.5,2.9,2.6,2.5,2.8,2.5,2.7,2,1.61,2,1.73,0,,,,,,,,,
413,I2,27/03/04,Napoli,Cagliari,1,0,H,0,0,D,2.4,2.4,3.4,2.35,2.35,3.6,2.4,2.3,3,2.375,2.375,3.4,2.4,2.4,3.4,2.6,2.3,3.25,2.2,1.51,1.77,1.95,0,,,,,,,,,
414,I2,27/03/04,Pescara,Messina,1,2,A,0,1,A,2.75,2.4,2.875,2.65,2.35,3.05,2.6,2.3,2.8,2.625,2.375,3,2.6,2.37,3.1,2.45,2.45,3.2,2.1,1.56,1.81,1.9,0,,,,,,,,,
415,I2,27/03/04,Ternana,Livorno,1,2,A,0,1,A,2.25,2.4,3.75,2.2,2.35,4,2.2,2.2,3.7,2.1,2.375,4.2,2.25,2.4,3.75,2.2,2.4,4,2.1,1.56,1.9,1.8,-0.25,,,,,,,,,
416,I2,27/03/04,Treviso,Avellino,2,1,H,1,1,D,1.615,3,6,1.6,2.95,6,1.6,2.7,5.4,1.615,2.875,6,1.66,3,5.2,1.7,2.7,6,1.8,1.8,1.87,1.84,-0.75,,,,,,,,,
417,I2,27/03/04,Triestina,Piacenza,0,0,D,0,0,D,2.3,2.4,3.5,2.2,2.45,3.75,2.2,2.3,3.5,2.25,2.4,3.6,2.25,2.5,3.6,2.35,2.5,3.3,2,1.61,2.2,1.48,-0.5,,,,,,,,,
418,I2,27/03/04,Verona,Salernitana,0,0,D,0,0,D,1.833,2.625,5,1.8,2.65,5,1.9,2.4,4.2,1.8,2.625,5,1.9,2.62,4.5,1.9,2.65,4.5,2,1.61,1.85,1.7,-0.5,,,,,,,,,
419,I2,27/03/04,Vicenza,Albinoleffe,1,0,H,0,0,D,1.615,2.875,6.5,1.6,2.85,6.5,1.55,2.7,6,1.571,2.8,7,1.61,2.87,6.25,1.65,2.75,6.5,1.95,1.66,1.87,1.84,-0.75,,,,,,,,,
420,I2,28/03/04,Atalanta,Palermo,0,0,D,0,0,D,2.5,2.5,3.2,2.5,2.35,3.3,2.5,2.3,2.9,2.5,2.375,3.2,2.5,2.4,3.2,2.35,2.4,3.5,2.1,1.56,1.7,2.05,0,,,,,,,,,
421,I2,03/04/04,Cagliari,Como,3,2,H,1,1,D,1.5,3.25,6.5,1.45,3.2,8,1.45,2.9,6.8,1.5,3.1,7,1.5,3.2,7,1.55,2.8,8,1.9,1.7,1.85,1.86,-1,,,,,,,,,
422,I2,03/04/04,Fiorentina,Ternana,1,0,H,1,0,H,1.833,2.625,5,1.8,2.7,5,1.75,2.6,4.5,1.667,2.8,5.5,1.8,2.7,5,1.8,2.7,5,1.9,1.7,1.75,1.81,-0.5,,,,,,,,,
423,I2,03/04/04,Genoa,Vicenza,2,0,H,1,0,H,2.1,2.625,3.75,2.1,2.5,4,2.1,2.4,3.5,2.1,2.6,3.75,2.1,2.6,3.75,2.2,2.5,3.75,1.95,1.66,1.82,1.89,-0.25,,,,,,,,,
424,I2,03/04/04,Livorno,Pescara,5,1,H,1,0,H,1.444,3.25,8,1.45,3.4,7,1.45,3.3,6.8,1.4,3.4,8,1.44,3.3,7.5,1.55,2.8,8,1.85,1.74,1.8,1.91,-1,,,,,,,,,
425,I2,03/04/04,Messina,Bari,1,0,H,1,0,H,1.533,3,7,1.5,3.1,7.2,1.5,2.8,6.3,1.5,3.1,7,1.53,3.1,6.5,1.55,3,6.8,1.95,1.66,1.85,1.86,-1,,,,,,,,,
426,I2,03/04/04,Piacenza,Albinoleffe,0,0,D,0,0,D,1.533,3,7,1.5,3.2,6.9,1.5,2.8,6.3,1.533,3,7,1.5,3.25,6.5,1.5,3.2,7,1.95,1.66,1.8,1.91,-1,,,,,,,,,
427,I2,03/04/04,Torino,Venezia,0,0,D,0,0,D,1.727,2.875,5,1.6,2.85,6.6,1.65,2.7,5,1.667,2.75,6,1.61,2.87,6.25,1.75,2.8,5,1.95,1.66,1.87,1.84,-0.75,,,,,,,,,
428,I2,03/04/04,Triestina,Treviso,1,0,H,1,0,H,1.8,2.6,5.5,1.8,2.6,5.4,1.8,2.5,4.5,1.8,2.5,5.5,1.8,2.7,5,1.8,2.5,6,2.1,1.56,1.8,1.76,-0.5,,,,,,,,,
429,I2,04/04/04,Palermo,Catania,5,0,H,2,0,H,1.667,2.75,6,1.65,2.8,6.1,1.65,2.7,5,1.571,2.9,6.5,1.66,2.8,6,1.75,2.6,6,1.95,1.66,1.93,1.78,-0.75,,,,,,,,,
